,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
22932,남,40.0,3,2,1,2,4,3,3,6,2,1.0,3,창덕궁 후원,5.0
22933,남,30.0,2,1,4,1,1,1,4,3,1,0.0,1,광화문광장,5.0
22934,여,20.0,2,1,4,3,5,6,1,7,1,0.0,1,달래해장 샤로수길점,5.0
22935,남,30.0,2,2,3,4,3,4,2,1,1,1.0,3,이설함흥냉면,1.0
22938,여,50.0,2,4,2,4,3,2,2,4,6,1.0,5,나이스스크린골프,4.0
22939,남,40.0,3,2,2,2,3,5,6,5,3,1.0,2,동동국수집,5.0
22940,여,30.0,2,1,3,4,1,2,6,3,3,1.0,9,현대프리미엄아울렛 스페이스원,5.0
22942,여,20.0,5,4,2,3,6,5,5,7,1,0.0,6,고척스카이돔,5.0
22943,여,20.0,2,1,4,3,2,4,4,6,2,1.0,8,개성인삼농협하나로마트 본점,4.0
22944,남,20.0,4,3,2,3,5,5,2,4,1,1.0,23,AC호텔 바이 메리어트 서울강남,5.0
22946,여,20.0,1,4,4,7,4,2,2,6,3,1.0,1,안녕식당,5.0
22947,남,20.0,7,3,2,3,4,5,4,4,2,1.0,1,컴포즈커피,3.0
22949,여,30.0,1,1,4,1,1,4,3,7,5,0.0,24,천주교서울대교구 주교좌 명동대성당,4.0
22950,여,20.0,4,3,1,4,4,5,2,4,3,1.0,6,서울역,4.0
22951,남,20.0,5,1,3,3,6,5,3,5,3,1.0,2,풀문호텔,4.0
22953,남,20.0,6,1,1,3,6,2,1,3,7,0.0,4,아라타워,4.0
22954,여,40.0,7,1,1,4,7,1,1,1,10,3.0,6,마로니에공원,5.0
22956,남,40.0,1,1,1,4,4,1,2,4,3,4.0,3,갤러리아백화점 광교점,4.0
22963,여,60.0,2,3,1,3,4,1,2,2,8,0.0,3,석관동 한국예술종합개학캠퍼스 둘러보기,4.0
22966,여,40.0,1,4,3,4,3,3,4,4,3,3.0,25,NC백화점 불광점,4.0
22967,남,30.0,4,2,2,4,4,6,1,6,2,1.0,3,스타벅스 삼청동점,4.0
22970,남,20.0,7,4,3,4,3,7,6,3,2,0.0,6,반포한강공원 달빛광장,5.0
22971,남,20.0,4,1,1,4,7,1,7,5,1,0.0,2,위해브투데이,5.0
22972,여,30.0,2,2,1,5,5,2,1,6,1,1.0,1,블리스에잇,5.0
22974,여,40.0,4,3,5,5,5,1,6,7,1,3.0,26,월미테마파크,2.0
22976,여,40.0,2,4,3,3,5,5,2,6,6,1.0,28,자라섬 이화원 국화작품전시회,4.0
22977,여,30.0,2,1,2,1,1,4,7,4,2,3.0,8,캠핑소리251,5.0
22979,여,30.0,3,1,3,3,4,4,7,6,1,0.0,3,행궁길갤러리,3.0
22980,여,20.0,2,4,1,3,3,3,6,4,6,1.0,9,향남힐링스파,4.0
22981,여,20.0,1,2,2,1,3,3,6,5,1,1.0,22,컴프에비뉴,4.0
22985,여,20.0,3,2,2,5,3,6,5,5,2,1.0,4,강남역사거리,4.0
22986,남,20.0,2,1,5,2,4,3,5,5,3,1.0,6,용산공원 부분개방부지,5.0
22988,남,50.0,2,2,2,2,3,3,3,3,3,1.0,2,소리소시골밥상,5.0
22990,남,60.0,1,4,4,3,1,2,7,3,2,3.0,3,PJ호텔,5.0
22991,남,20.0,5,1,6,1,1,3,6,7,1,0.0,4,빌라커피,5.0
22993,여,50.0,2,4,3,5,2,2,5,5,7,0.0,1,건대입구역 7호선,4.0
22994,여,30.0,1,1,3,4,7,4,6,6,3,3.0,21,계양산,5.0
22997,남,30.0,4,2,3,2,4,6,2,3,7,1.0,9,한암동 여의도점,5.0
22998,여,30.0,2,4,3,5,3,4,5,3,2,1.0,3,라피유,5.0
22999,여,50.0,2,1,1,4,7,2,4,4,1,0.0,6,서대문형무소역사관/국립대한민국임시정부기념관,5.0
23002,여,30.0,1,4,1,7,7,1,7,7,7,0.0,2,가평역 경춘선,2.0
23003,여,20.0,1,1,1,3,6,3,3,5,2,1.0,22,봉이전,5.0
23005,남,30.0,2,3,2,3,3,3,4,5,10,2.0,22,장어의꿈,4.0
23008,여,30.0,1,4,1,2,1,2,2,7,1,19.0,22,성은교회,5.0
23014,여,20.0,7,4,4,2,1,4,1,7,3,2.0,22,괴르츠,5.0
23017,여,20.0,4,5,4,4,5,4,4,3,1,1.0,4,영등포역,4.0
23018,남,20.0,3,3,3,4,2,3,5,4,3,1.0,4,서울과학기술대학교,1.0
23019,남,20.0,2,1,3,3,6,4,1,6,7,1.0,26,벌툰 구리돌다리점,4.0
23021,남,40.0,6,4,4,3,3,4,3,3,2,3.0,2,안성숲속빌리지,3.0
23022,남,40.0,3,2,2,2,3,5,5,5,1,1.0,24,스타필드 하남,5.0
23024,남,20.0,4,2,3,4,4,2,6,3,1,0.0,1,보코서울강남,5.0
23031,남,20.0,4,2,1,3,6,3,3,6,7,0.0,6,용인휴게소 강릉방향,3.0
23032,여,50.0,3,5,4,5,4,4,3,4,7,0.0,6,영천시장,3.0
23034,여,20.0,4,1,1,1,7,7,1,7,3,1.0,2,불란서찐빵 대부도본점,3.0
23035,남,30.0,4,1,1,3,4,1,3,5,8,0.0,4,인천내리교회,5.0
23036,여,50.0,1,1,1,1,1,2,2,6,1,1.0,22,다기랑풍듀닭갈비,4.0
23038,남,20.0,1,6,1,5,5,1,1,6,9,5.0,22,쁘띠프랑스,5.0
23044,여,20.0,3,2,2,2,2,6,6,6,3,2.0,3,성수다락,5.0
23046,남,20.0,4,2,1,3,6,6,1,7,3,1.0,2,호텔어반,4.0
23055,여,20.0,3,2,3,6,3,6,6,7,1,1.0,22,레코드피자,5.0
23057,여,30.0,2,3,3,4,3,3,4,7,1,0.0,1,로만바스,4.0
23061,남,40.0,3,6,4,4,2,6,6,2,3,5.0,13,덕암사,4.0
23063,여,30.0,1,1,1,4,6,4,3,2,1,1.0,10,완도횟집,2.0
23064,여,20.0,2,1,2,4,6,4,7,6,7,1.0,3,화서공원,4.0
23067,여,60.0,2,6,3,4,2,5,6,5,2,1.0,2,헤이리예술마을,4.0
23068,여,20.0,1,1,4,3,6,2,1,5,3,7.0,22,팔당칼제비보쌈,5.0
23072,남,40.0,3,1,5,4,6,3,6,6,2,3.0,2,덕평공룡수목원,5.0
23074,여,40.0,6,4,4,4,1,4,2,3,3,3.0,6,안성맞춤랜드,5.0
23076,여,20.0,7,1,1,1,1,4,7,7,7,1.0,23,소피텔 앰배서더 서울,5.0
23080,여,50.0,6,4,3,4,4,4,2,2,1,0.0,3,장안통닭,5.0
23081,남,20.0,2,2,1,6,6,1,6,7,8,0.0,4,사위식당 성수점,5.0
23083,여,20.0,3,2,3,2,2,3,2,6,1,1.0,22,브루다 양주,4.0
23084,여,30.0,3,3,3,2,3,2,5,3,1,0.0,3,수원시립미술관,2.0
23086,여,30.0,4,2,2,2,4,5,2,4,3,1.0,1,여의도KBS홀,4.0
23089,남,20.0,5,2,4,3,5,4,6,4,1,1.0,1,진미,4.0
23095,여,20.0,3,6,5,3,6,4,5,3,2,1.0,2,키쿄우,4.0
23102,남,30.0,4,5,2,5,3,4,2,7,8,0.0,3,서울역사박물관,5.0
23103,여,30.0,2,1,3,4,1,2,6,3,3,1.0,9,청평역 경춘선,5.0
23105,남,20.0,4,2,2,1,1,2,2,4,2,1.0,2,NC큐브 커넬워크 여름동,3.0
23109,여,20.0,3,2,1,4,4,2,6,7,2,1.0,23,빛의시어터,4.0
23112,여,30.0,4,5,3,3,3,5,5,5,3,2.0,1,크리스찬 디올 성수,3.0
23113,남,30.0,2,3,3,4,3,5,3,4,2,0.0,3,남대문시장,4.0
23114,여,20.0,4,2,2,3,6,2,6,5,3,1.0,10,동서울종합터미널,3.0
23116,여,20.0,2,1,4,6,4,2,2,6,1,4.0,5,동대구역,5.0
23118,여,30.0,1,1,3,4,4,2,3,3,7,0.0,5,30년전통의메밀전집,4.0
23119,남,20.0,2,2,2,5,6,3,5,3,1,0.0,3,김유신장군상,3.0
23121,여,30.0,6,6,1,1,3,7,3,7,1,1.0,2,말똥도넛 파주점,5.0
23123,여,20.0,7,6,6,3,1,4,6,4,7,2.0,4,서울고속버스터미널(경부),4.0
23124,남,20.0,4,1,3,3,2,2,2,2,3,1.0,2,3355펍,5.0
23125,여,20.0,1,1,1,1,1,1,1,1,1,0.0,22,엠앤럭키호텔,5.0
23131,남,20.0,7,4,6,3,5,3,4,4,1,0.0,1,랜디스도넛 안국점,5.0
23133,남,30.0,2,2,2,6,2,2,2,6,7,1.0,3,화성행궁광장,4.0
23137,남,50.0,1,1,1,2,7,7,1,7,1,1.0,3,문경오미자테마공원,5.0
23139,남,20.0,2,3,3,6,3,3,6,5,9,7.0,27,할머니댁,5.0
23141,남,40.0,2,6,2,1,2,2,4,3,6,3.0,5,소피아그린CC,5.0
23142,남,20.0,2,1,1,6,7,4,5,5,7,3.0,5,진미통닭,5.0
23144,여,20.0,5,2,5,2,2,5,2,3,3,1.0,26,방아머리해수욕장,5.0
23147,남,20.0,4,2,1,3,6,6,1,7,3,1.0,2,돈부리파스타 송리단길점,3.0
23149,여,20.0,2,2,2,2,2,2,2,6,1,1.0,3,카자구루마,2.0
23154,여,40.0,4,2,1,3,2,6,6,2,2,5.0,21,이랜드크루즈,4.0
23155,여,30.0,1,1,1,4,1,1,5,2,8,0.0,3,라바타운,5.0
23156,남,20.0,2,3,2,6,3,3,5,6,1,1.0,2,롯데월드,5.0
23159,여,20.0,2,1,3,3,5,5,2,3,7,0.0,3,파리바게뜨 경복궁역점,4.0
23160,남,20.0,6,2,2,6,2,2,6,5,1,0.0,1,교보문고 광화문점,4.0
23164,여,30.0,7,2,2,6,2,6,2,6,5,0.0,1,시흥갯골생태공원,5.0
23168,남,20.0,4,1,2,2,4,4,2,6,1,0.0,7,에딧76,5.0
23170,여,20.0,3,2,2,1,2,6,7,3,1,1.0,23,안다즈 서울강남,5.0
23174,여,40.0,1,4,6,3,1,4,4,1,2,0.0,2,트윈하우스카페,4.0
23175,여,30.0,4,3,5,4,3,5,5,5,1,0.0,3,상촌재,5.0
23176,남,30.0,1,1,1,4,3,2,6,6,4,0.0,8,양재시민의숲,5.0
23177,여,30.0,4,3,1,2,4,1,4,5,8,0.0,24,이태원역 6호선,4.0
23179,남,30.0,2,5,2,2,4,5,3,5,8,1.0,3,스타벅스 포스코점,5.0
23180,남,30.0,4,2,6,6,2,3,7,6,1,0.0,4,트리플스트리트,5.0
23183,여,50.0,1,1,2,3,5,2,2,6,1,1.0,1,리플로우 북한산점,5.0
23185,여,30.0,5,2,7,1,7,7,7,7,4,0.0,3,화성행궁,5.0
23186,남,20.0,6,3,3,6,3,3,6,6,2,0.0,4,스타버스코인노래연습장 신림점,4.0
23187,여,20.0,4,3,3,4,4,5,5,5,4,0.0,6,마루아트홀,5.0
23192,남,20.0,6,1,6,4,1,6,5,4,3,1.0,8,금강산매운갈비찜,5.0
23194,여,60.0,1,6,6,2,2,4,4,4,6,0.0,21,일라고,4.0
23196,여,20.0,5,2,1,2,3,7,3,7,3,3.0,1,송계옥 성수점,5.0
23197,남,20.0,2,2,2,1,2,1,7,1,1,0.0,23,가산디지털단지역 7호선,4.0
23198,남,20.0,4,3,2,5,5,3,4,6,1,0.0,3,화목순대국,4.0
23200,여,30.0,4,4,2,2,3,6,4,1,3,2.0,1,하이디라오 영등포점,5.0
23203,여,40.0,1,4,3,2,2,4,4,6,1,1.0,6,댓돌,4.0
23205,여,50.0,5,5,5,5,5,5,4,6,2,1.0,2,시흥갯골생태공원,5.0
23207,여,30.0,1,1,1,5,2,5,1,7,3,1.0,1,외할머니집,3.0
23212,여,20.0,7,1,1,1,1,7,6,7,5,0.0,6,예그린씨어터,5.0
23213,여,20.0,4,3,3,3,4,3,5,4,8,0.0,3,진두꺼비식당,4.0
23220,여,40.0,2,2,3,2,4,4,2,6,3,2.0,4,자작나무이야기,4.0
23222,남,30.0,1,4,7,7,4,1,7,1,9,3.0,5,안성집,5.0
23224,여,20.0,2,6,6,6,1,7,6,6,8,0.0,27,수원화성,5.0
23226,남,20.0,4,3,1,5,5,6,7,6,2,1.0,4,조치원역,5.0
23227,남,30.0,1,2,1,4,7,2,2,6,3,2.0,2,호텔자라,4.0
23231,여,60.0,1,2,2,3,2,2,2,1,8,0.0,23,수원역,4.0
23232,여,30.0,6,6,2,7,7,7,1,3,8,1.0,25,경복궁,5.0
23233,여,40.0,7,3,2,1,1,2,1,7,2,1.0,22,테이크호텔,4.0
23234,여,30.0,4,3,1,2,4,1,4,5,8,0.0,24,오송역,3.0
23235,남,30.0,2,1,2,1,6,1,7,4,5,1.0,21,신간짬뽕,4.0
23237,여,50.0,6,4,2,2,4,6,5,3,3,2.0,6,Tesla 충주 수퍼차저,3.0
23239,남,20.0,4,2,3,5,3,3,5,4,1,1.0,4,로그,4.0
23240,여,20.0,3,3,5,3,2,2,3,2,3,1.0,5,길거리 황금잉어빵,5.0
23241,여,40.0,3,4,3,4,6,5,5,7,7,2.0,11,청춘이면 재인폭포점,4.0
23243,여,20.0,4,4,3,3,2,4,2,7,6,2.0,23,인터컨티넨탈 서울코엑스,4.0
23246,여,60.0,7,7,1,1,7,1,4,7,6,1.0,1,올림픽공원,5.0
23247,남,20.0,6,3,6,6,2,6,1,3,8,0.0,21,묘문사,4.0
23249,여,60.0,1,1,1,1,1,1,7,1,1,0.0,11,섬진강추어탕,1.0
23251,여,40.0,1,2,1,6,6,1,7,4,9,1.0,4,디팰리스웨딩컨벤션,4.0
23253,남,40.0,1,7,1,5,6,3,3,6,7,0.0,3,별내동 카페거리,1.0
23254,여,60.0,1,1,1,1,4,4,4,7,8,0.0,6,오라델떼,4.0
23256,남,60.0,3,4,3,4,4,4,6,4,7,1.0,1,노브랜드 강남삼성점,4.0
23258,남,40.0,2,2,2,4,6,4,2,3,7,2.0,6,킨텍스 제2전시장,5.0
23259,여,30.0,1,1,1,1,1,2,2,1,3,2.0,1,미스터타코야끼,5.0
23261,여,40.0,3,6,6,4,2,6,7,7,9,2.0,8,도선재,5.0
23262,여,50.0,1,1,1,4,3,4,2,5,3,1.0,1,로제펜션,5.0
23264,남,30.0,6,2,1,3,5,3,5,6,3,1.0,2,화담숲,5.0
23267,여,30.0,2,4,1,2,4,4,4,1,1,0.0,4,안스베이커리 송도점,3.0
23271,여,30.0,4,2,2,2,4,5,2,4,3,1.0,1,더현대서울,4.0
23272,남,40.0,5,3,3,3,2,2,3,3,8,4.0,2,스타필드 고양,5.0
23275,남,20.0,3,2,2,1,4,2,3,6,3,1.0,1,어고,5.0
23276,여,20.0,2,1,6,2,4,6,1,7,3,1.0,23,청계산,5.0
23278,여,30.0,2,1,3,4,1,2,6,3,3,1.0,9,자라섬,5.0
23279,여,20.0,6,1,1,2,2,6,5,2,7,1.0,21,두물머리,5.0
23281,남,30.0,4,2,5,3,4,6,2,6,3,3.0,2,맥도날드 김포장기DT점,4.0
23282,여,20.0,1,1,7,1,1,1,7,1,1,0.0,23,목시서울인사동,5.0
23284,여,30.0,4,3,1,4,6,4,7,4,1,0.0,9,아바이왕순대,1.0
23285,여,20.0,4,2,3,5,5,5,5,4,1,0.0,1,오설록티하우스 북촌점,4.0
23286,여,30.0,2,2,2,2,6,5,2,6,3,2.0,22,윤쉐프정직한제빵소,4.0
23288,여,50.0,2,5,5,4,4,7,7,4,1,0.0,3,인천차이나타운,4.0
23290,여,20.0,4,1,4,6,7,4,2,6,1,3.0,2,에버랜드 아마존익스프레스,5.0
23291,남,20.0,4,2,1,3,3,5,3,6,1,1.0,6,덕수궁,5.0
23299,여,50.0,5,5,5,2,2,5,6,6,3,1.0,2,니지모리스튜디오,3.0
23300,여,20.0,2,2,1,4,4,2,3,3,1,0.0,26,코엑스,4.0
23302,남,30.0,1,1,1,7,1,1,7,1,7,0.0,1,칸다소바 경복궁점,5.0
23303,남,50.0,6,2,2,4,5,3,3,3,7,0.0,21,굴포천,5.0
23304,여,40.0,2,3,2,2,4,4,2,4,3,5.0,2,몬스터리움,4.0
23307,여,30.0,1,4,1,4,4,3,3,6,3,1.0,3,미리내성지,4.0
23308,여,20.0,3,2,2,6,6,3,6,5,7,0.0,3,행궁빙수,5.0
23309,여,30.0,2,4,5,4,6,4,4,4,1,2.0,3,박가네빈대떡 2호점,3.0
23313,여,30.0,2,4,2,3,4,2,5,6,3,5.0,26,용인휴게소 강릉방향,4.0
23314,여,20.0,5,3,1,3,7,4,1,7,4,0.0,1,호텔 동양장,5.0
23316,여,30.0,1,1,3,4,7,4,6,6,3,3.0,21,노들섬,5.0
23317,여,20.0,4,2,2,3,6,6,3,5,3,1.0,4,학곡리막국수닭갈비,5.0
23318,남,20.0,7,3,6,2,2,2,1,5,1,1.0,6,동대구역,5.0
23321,여,30.0,4,2,2,3,4,4,5,5,1,1.0,22,광장시장,5.0
23322,여,30.0,4,1,4,6,2,4,3,3,1,1.0,6,그랜드팰리스호텔 인천,4.0
23323,여,20.0,4,2,3,5,5,5,5,4,1,0.0,1,밀도 성수본점,5.0
23325,여,20.0,2,1,6,2,4,6,1,7,3,1.0,23,들밥나들이 본점,5.0
23328,여,50.0,6,2,4,2,6,4,2,6,7,0.0,1,창덕궁,4.0
23329,남,20.0,3,3,6,3,2,4,5,6,7,1.0,26,어둠속의대화,5.0
23331,남,40.0,3,2,5,4,3,5,3,5,2,1.0,1,열두달,5.0
23333,남,30.0,3,1,2,2,4,4,2,6,1,2.0,22,라팡드포레펜션,4.0
23335,남,40.0,1,2,3,5,6,2,3,7,2,0.0,3,신기종합어시장포장회전문점,5.0
23336,남,30.0,1,1,1,2,2,1,5,7,8,1.0,6,김포국제공항 국내선,5.0
23339,여,20.0,2,2,2,2,2,2,2,6,1,1.0,3,버터북 행궁점,3.0
23346,여,20.0,6,2,1,1,7,2,2,6,7,1.0,6,더현대서울,5.0
23348,여,30.0,4,7,2,5,6,7,7,7,1,0.0,1,CU 남한산성점,4.0
23351,여,40.0,4,3,2,2,2,4,4,4,4,1.0,21,임자도횟집,3.0
23352,여,20.0,7,6,3,2,6,2,6,6,1,1.0,4,큐씨어터,5.0
23354,여,30.0,2,4,2,2,3,3,2,6,8,0.0,3,광화문,3.0
23355,여,30.0,3,1,2,2,4,4,3,4,7,1.0,6,인터컨티넨탈 서울코엑스,3.0
23356,남,30.0,2,2,2,5,2,1,1,3,1,1.0,8,짱구네 송도점,5.0
23359,여,20.0,4,1,4,2,4,4,5,6,10,1.0,9,맛찬들왕소금구이 일산라페스타점,5.0
23360,남,30.0,6,1,7,7,1,5,1,7,4,0.0,22,능내역 (폐역),5.0
23362,여,20.0,4,1,4,6,7,4,2,6,1,3.0,2,에버랜드 판다월드,5.0
23364,남,20.0,6,2,1,7,6,3,3,3,1,1.0,3,행리단길,5.0
23367,남,40.0,1,1,4,3,4,5,1,4,2,3.0,10,가평군농협하나로마트 설악점,5.0
23368,여,60.0,4,1,2,2,4,4,4,3,7,0.0,13,CU 부개SK뷰점,4.0
23369,남,40.0,2,1,3,2,1,4,7,6,3,2.0,1,더현대서울,4.0
23370,남,30.0,4,4,4,4,4,4,7,2,10,1.0,4,인천차이나타운,4.0
23373,여,40.0,1,4,3,5,1,3,2,3,3,4.0,5,티앤림 레포츠파크,4.0
23376,남,20.0,4,2,2,3,4,6,2,3,8,1.0,1,수서역,5.0
23377,남,20.0,3,2,2,5,2,5,5,3,7,0.0,3,정지영커피로스터즈 행궁본점,3.0
23380,여,30.0,2,2,2,1,4,4,4,4,1,0.0,2,빵공원,5.0
23381,남,20.0,5,2,6,2,1,5,6,4,2,0.0,1,라무진 여의도점,5.0
23385,여,30.0,2,2,2,2,4,4,3,2,1,0.0,5,철도박물관,3.0
23387,여,30.0,6,1,6,2,1,7,1,6,3,1.0,22,정정아식당 부평점,4.0
23392,남,30.0,4,2,2,3,5,3,5,5,3,1.0,4,미투,4.0
23396,여,30.0,6,1,1,1,1,1,1,1,1,0.0,1,부평역지하상가,4.0
23401,여,20.0,4,4,5,1,4,5,6,3,2,6.0,2,오류동역 1호선,3.0
23402,여,50.0,5,2,4,2,6,3,7,5,9,1.0,1,두타몰,4.0
23404,남,20.0,5,3,4,5,6,5,2,6,5,3.0,2,수봉공원인공폭포,2.0
23405,남,30.0,1,1,1,1,4,1,5,4,8,2.0,9,신승반점 본점,5.0
23406,여,20.0,4,2,2,5,4,6,5,6,2,0.0,9,아트카페잉크,5.0
23411,여,30.0,6,2,2,2,6,6,1,6,3,1.0,3,재즈페스티벌,5.0
23415,여,40.0,1,4,3,2,2,4,4,6,1,1.0,6,숭실대입구역 7호선,3.0
23416,남,40.0,5,5,4,3,2,3,4,4,3,1.0,4,꽃꽃한당신,4.0
23417,여,30.0,3,1,2,5,2,2,1,6,1,1.0,2,장터대박조개구이,5.0
23420,여,20.0,1,1,1,4,6,2,2,2,3,1.0,6,인생네컷 문래점,5.0
23422,여,30.0,4,2,4,2,2,3,6,1,2,4.0,25,김포한옥마을,5.0
23423,여,30.0,4,4,4,4,4,4,4,4,2,2.0,1,남한산성,5.0
23424,여,20.0,4,1,3,3,4,4,3,2,3,1.0,1,노가리&꼬치,5.0
23425,남,30.0,1,1,7,1,4,7,4,7,1,0.0,6,카카오프렌즈 홍대플래그십스토어,4.0
23426,남,30.0,2,3,2,2,6,6,1,7,3,2.0,5,뚜르키즈풀빌라펜션,5.0
23428,남,20.0,4,2,2,6,5,5,6,3,7,1.0,3,수원역,3.0
23430,남,20.0,5,2,4,3,5,4,6,4,1,1.0,1,코코시에나 티하우스,4.0
23431,남,20.0,3,2,3,2,2,5,3,6,3,1.0,21,포포팩토리,3.0
23437,남,30.0,7,1,4,2,1,4,6,7,2,1.0,7,H에비뉴 건대점,5.0
23441,여,20.0,2,1,2,1,1,3,6,7,5,3.0,25,드론카페,4.0
23442,여,20.0,3,1,3,2,6,2,2,5,2,1.0,6,장원김밥,5.0
23443,남,50.0,1,4,1,3,2,1,2,7,1,0.0,5,용산역,3.0
23444,남,30.0,3,5,1,6,2,2,6,7,4,0.0,22,헤르츠커피로스팅,4.0
23445,여,20.0,7,1,1,1,1,7,7,7,1,1.0,23,롯데백화점 본점,5.0
23449,여,20.0,6,2,2,3,3,6,2,4,5,1.0,9,일산호수공원,5.0
23453,여,30.0,2,1,4,4,4,4,4,4,2,2.0,5,칼봉산자연휴양림 산림문화휴양관,5.0
23454,여,20.0,4,2,3,5,4,4,5,3,1,1.0,3,두들리도넛 행리단길점,4.0
23455,남,30.0,7,1,3,1,4,4,5,3,2,0.0,23,인천대입구역 인천1호선~김포ktl,3.0
23461,남,30.0,7,1,3,1,4,4,5,3,2,0.0,23,"인천해송고등학교, 미추홀공원 등",5.0
23462,남,60.0,4,4,4,4,4,4,4,4,2,1.0,1,경복궁,5.0
23465,남,20.0,2,1,3,3,6,4,1,6,7,1.0,26,호텔야자 구리수택점,3.0
23467,여,30.0,3,6,6,2,6,2,2,5,3,3.0,2,안다즈 서울강남,5.0
23468,여,30.0,6,2,1,1,6,6,2,6,3,1.0,2,롯데프리미엄아울렛 타임빌라스,4.0
23473,여,20.0,1,2,2,3,5,5,3,4,1,4.0,7,심야의숲,4.0
23476,여,20.0,7,1,2,3,7,4,6,7,7,1.0,22,싸다김밥,4.0
23478,남,30.0,4,2,1,3,6,4,6,4,3,1.0,4,파주프리미엄아울렛,4.0
23479,여,20.0,3,2,2,4,5,3,6,5,9,2.0,1,예래원,5.0
23481,남,30.0,2,2,1,3,2,2,2,2,1,4.0,3,소노휴 양평,3.0
23483,남,50.0,1,4,2,6,4,3,3,6,3,1.0,3,소래포구길영호,3.0
23484,남,30.0,2,2,3,2,2,4,5,5,2,3.0,10,대복관,4.0
23485,여,40.0,1,4,1,1,2,1,6,3,6,1.0,3,코보스호텔,4.0
23488,남,30.0,4,4,2,3,4,4,2,6,1,1.0,1,컨디션마사지,1.0
23489,남,40.0,2,2,2,4,6,4,2,3,7,2.0,6,킨텍스 제2전시장,5.0
23493,여,30.0,2,6,2,6,5,5,2,6,1,1.0,2,번지없는주막,4.0
23496,여,20.0,6,4,1,5,5,5,6,7,3,2.0,6,국립중앙박물관,4.0
23497,남,60.0,1,1,7,1,1,2,2,3,6,0.0,6,하늘공원 메타세콰이어길,4.0
23499,여,20.0,1,1,1,4,3,7,2,7,2,1.0,9,구로디지털단지역 2호선,4.0
23500,여,20.0,2,2,1,4,4,4,2,6,1,0.0,1,깡통만두,3.0
23502,남,30.0,4,2,6,3,5,6,6,5,7,0.0,1,롯데몰 광명점,3.0
23503,남,20.0,1,1,2,1,1,1,4,3,1,0.0,25,나랏님이천쌀밥 본관,5.0
23505,남,30.0,4,2,6,6,2,3,7,6,1,0.0,4,인천그린수소충전소,4.0
23507,여,20.0,5,3,3,4,3,6,7,4,1,3.0,26,수서역,5.0
23508,여,40.0,1,4,3,5,1,3,2,3,3,4.0,5,동막해수욕장,4.0
23509,남,30.0,6,2,2,2,4,6,6,5,3,7.0,2,마약뒷고기,4.0
23510,여,30.0,4,7,1,3,4,4,3,5,2,0.0,1,경춘선숲길,5.0
23511,여,20.0,2,1,1,3,6,5,3,2,1,0.0,1,일죽터미널,3.0
23513,남,30.0,4,4,4,4,4,4,4,4,2,1.0,1,진배족발 만수점,5.0
23514,여,20.0,3,2,3,2,2,3,2,6,1,1.0,22,마장호수,4.0
23520,남,20.0,6,2,1,3,5,5,7,7,3,1.0,22,안테룸 서울,4.0
23521,여,50.0,4,2,2,3,2,6,6,6,1,1.0,6,논현역 신분당선,4.0
23524,남,20.0,3,1,3,3,2,3,5,3,2,1.0,1,노룬산골목시장,4.0
23526,여,30.0,4,4,3,1,2,5,3,7,1,2.0,25,뮌스터담,5.0
23529,여,20.0,2,1,4,1,3,4,6,7,3,1.0,2,호텔M스토리,4.0
23530,남,30.0,5,3,6,4,6,6,6,5,5,1.0,22,스모크타운,5.0
23531,여,20.0,7,2,4,1,5,5,6,5,9,2.0,1,더현대서울,5.0
23532,남,50.0,2,6,6,7,6,7,3,3,2,0.0,3,소담촌 용인수지점,4.0
23534,남,50.0,2,4,4,4,4,4,5,4,2,2.0,3,경복궁,5.0
23542,여,20.0,4,1,2,4,5,3,5,7,1,0.0,1,띠오데산타바바라 멕시칸타코&그릴,5.0
23543,여,20.0,6,2,2,1,5,3,1,6,1,0.0,6,하늘초밥,5.0
23544,남,40.0,1,6,2,2,2,6,3,3,3,1.0,1,운악채한옥마을,5.0
23545,남,20.0,1,1,1,3,7,2,6,7,7,1.0,8,가평레저파크,4.0
23546,남,40.0,3,2,5,4,2,5,3,3,3,2.0,3,재커스테이블,3.0
23548,여,20.0,7,1,1,3,7,7,7,7,2,0.0,1,이비스스타일앰배서더 서울강남,3.0
23549,남,30.0,2,4,2,3,2,1,5,4,2,1.0,26,니지모리스튜디오,4.0
23552,남,20.0,6,2,6,4,6,6,6,6,3,1.0,6,서대전역,5.0
23562,남,30.0,2,1,6,4,4,2,5,4,2,1.0,8,이마트 계양점,5.0
23564,여,50.0,6,2,4,2,6,4,2,6,7,0.0,1,남산골한옥마을,4.0
23569,여,30.0,3,4,4,3,4,4,4,4,8,0.0,6,칸다소바 혜화점,4.0
23572,여,20.0,4,1,1,5,5,6,7,6,3,1.0,1,IFC몰,5.0
23576,여,30.0,1,1,3,6,1,4,7,1,1,6.0,8,연천 전곡리국화축제,3.0
23582,여,40.0,2,5,2,6,5,4,3,7,7,1.0,9,메가MGC커피 화성남양점,4.0
23583,남,20.0,4,3,3,4,5,5,5,2,4,0.0,21,서울고속버스터미널(경부),4.0
